,CHMP5,IFT46,CEACAM7,RRAGD,HSF2,GABARAPL2,GPBP1,SCAMP1,ZFAND6,CPPED1,GDAP1,LEPROTL1,RPA3,SLAIN2,TDP2,NUDT12,NME5,PDCD10,C3orf14,GCA,SPCS2,CRIPT,LRP11,ZNF639,LIAS,CENPK,NDFIP1,PCBD2,C12orf29,TMEM60,KIAA0319,C17orf80,CISD2,ATG12,POLR2K,MBIP,CETN3,ZNF599,AGPAT5,CBR1,SLC16A14,SAP30,TMEM161B,CMBL,NDUFS4,ANKRA2,LMBRD1,MMADHC,ANKRD49,COMMD8,TMEM154,FRMD3,RGMB,TMEM9B,AP3S1,PSTK,MRPS23,WRB,SKA2,PSMG1,ZFP1,ANKRD37,LYRM7,KCNMB2,ZNF468,C9orf135,MLLT11,MRPL33,RBM5,MED24,TRAM2,OTUD5,POLR1A,ZFYVE26,ACADVL,EVC,ZZEF1,ANKRD13A,ARAF,BCORL1,SH3BP1,MICALL1,BRD1,PCIF1,RAPGEF1,CAMTA2,RBM19,HIVEP3,PNKD,DHX30,MYBBP1A,PELP1,FOXK1,PITPNA,ERN1,PFAS,FNBP1,SLC29A3,B_cells_naive,B_cells_memory,Plasma_cells,T_cells_CD8,T_cells_CD4_naive,T_cells_CD4_memory_resting,T_cells_CD4_memory_activated,T_cells_follicular_helper,T_cells_regulatory_(Tregs),T_cells_gamma_delta,NK_cells_resting,NK_cells_activated,Monocytes,Macrophages_M0,Macrophages_M1,Macrophages_M2,Dendritic_cells_resting,Dendritic_cells_activated,Mast_cells_resting,Mast_cells_activated,Eosinophils,Neutrophils
SRR1797292,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.159893755240758,0,0.045939512086073,0.117227063288248,0,0.259930082793649,0.04634487067374,0.133581559827058,0.0498626870154544,0,0.0670534292461549,0,0.0259240693498175,0.0350171658174007,0,0,0.0117118241944678,0.0400561205649094,0,0,0.00745785990226827,0
SRR1797294,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0.0718768824071552,0,0.174087402881195,0.106797475099891,0,0.0670267852504848,0.078488479228194,0,0,0.224875095452481,0,0,0.0118668457873008,0.0654713057082521,0,0.088740889657681,0,0,0.0390728980563623,0.0490167529988499,0.0226791874721527
SRR1797295,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.301379149585849,0,0.0563328680021817,0.0746926288376941,0,0.214604594849669,0.00857143523320814,0.0275032114951765,0.0467245468152971,0,0.132376482556806,0,0.0431328573595719,0.0531818647916629,0.00802229885570799,0,0,0.00614375559878707,0.0273343060183893,0,0,0
SRR1797296,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0.0658482398913661,0,0.00343879886462687,0.0501152717244019,0,0.236804910517828,0.00813473798450763,0.0165988865195698,0.0454727698427021,0,0.0491077689700456,0,0.0102113050320688,0.277102638613565,0.0100156226131338,0.12545144142308,0,0.068479498184225,0.0214988896238806,0.00859004717647832,0,0.00312917301852081
SRR1797289,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0.135998041978677,0,0.0653003092363448,0.105834849591915,0,0.255746551682365,0.0551936660278046,0.0358553903048487,0.0536233153852301,0,0.0856785639331259,0,0.0248502811616522,0.0700148348700938,0.0421788893790544,0.0412563572172683,0,0,0,0.0284689492316198,0,0
SRR1797297,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0.219047630624292,0,0.10005341512139,0.077132473501263,0,0.27603400296769,0,0.067440800723358,0,0,0.0677044441882105,0,0.0242862332809779,0.00414389618178838,0.0927550024164143,0,0,0,0,0.0662988352470416,0.00510326574757448,0
SRR1797298,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0.243531828678988,0,0.172489172621128,0.0307544303879839,0,0.204840852819051,0,0,0.0488179738657262,0,0.111431220844666,0,0.00436142418795532,0.102309474818212,0,0,0.0217274065122195,0,0,0.0475989255206798,0.0121372897433904,0
SRR1797299,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0.26479495089186,0,0.00857696076097549,0,0,0.370124104005124,0,0.0597877354107635,0,0,0.0913601146469169,0,0,0.0267339031188607,0.0137290338672587,0.0490217616164706,0,0.0741050083330883,0,0.0111529016654194,0.0306135256832617,0
SRR1797301,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0.351451437939831,0,0.224957882104178,0.0789639182262882,0,0.118686629959595,0,0,0.0426115503268731,0,0.0318815423842386,0,0.0138871615414137,0.0258598744342673,0,0.0146350350251479,0,0.0485049484152538,0.0485600196429133,0,0,0
SRR1797303,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0.350185972519142,0,0.0127701629380993,0.030265149249007,0.0408090189904491,0.240677221385173,0.00162267247840883,0,0,0,0.0506203642470747,0.062981375838355,0.00546379919420123,0.0571337704750342,0.0169424586406163,0,0,0.0217655452418078,0.108762488802632,0,0,0
